,Unnamed: 0,A,B,DNA_max_Cfrac,ksize,AA_max_Cfrac,sequence_comparison,PdN,PdS,PdN/PdS,dN/dS,ANI_approx,AAI_approx
88,88,ref_gene,positive_0.01_87,0.8875964893729512,7,0.9051696796701554,ref_gene_vs_positive_0.01_87,0.0141324518714549,0.0027572958668991,5.125475303942821,1.7697829524824986,0.9943380873339703,0.985867548128545
89,89,ref_gene,positive_0.01_88,0.8410701067991964,7,0.8582302568981922,ref_gene_vs_positive_0.01_88,0.0216036324500318,0.0028189416644822,7.663738743596741,2.6462236917351976,0.9917919542781147,0.9783963675499682
90,90,ref_gene,positive_0.01_89,0.8331394734059427,7,0.8569616238503013,ref_gene_vs_positive_0.01_89,0.0218103723427542,0.0039316766907459,5.547346350754117,1.9154514305294488,0.991344617483519,0.9781896276572457
91,91,ref_gene,positive_0.01_90,0.8384265623347785,7,0.8563273073263559,ref_gene_vs_positive_0.01_90,0.0219138406811758,0.0029473690352543,7.435051538866584,2.567259948397879,0.9916432900220383,0.9780861593188241
92,92,ref_gene,positive_0.01_91,0.8405413979063128,7,0.8617189977798921,ref_gene_vs_positive_0.01_91,0.0210364453877787,0.0034737612166634,6.055812151643618,2.091020339356765,0.9917622570620077,0.9789635546122213
93,93,ref_gene,positive_0.01_92,0.8364174685418209,7,0.8541071994925468,ref_gene_vs_positive_0.01_92,0.0222764979660429,0.0029188683301125,7.631895463124167,2.635228478298479,0.9915300063230819,0.9777235020339571
94,94,ref_gene,positive_0.01_93,0.8678227767791055,7,0.8763082778306375,ref_gene_vs_positive_0.01_93,0.0186856931352287,0.0013631387909632,13.70784344125679,4.733201546981044,0.993271890083037,0.9813143068647713
95,95,ref_gene,positive_0.01_94,0.821507877762504,7,0.8382492863939106,ref_gene_vs_positive_0.01_94,0.0248906669881338,0.0028062203828124,8.8698190422194,3.06267294282912,0.990681132675623,0.9751093330118662
96,96,ref_gene,positive_0.01_95,0.8672940678862219,7,0.8928005074532191,ref_gene_vs_positive_0.01_95,0.0160683779576321,0.0040657650384645,3.9521167125044654,1.3646322280845016,0.9932430656716789,0.9839316220423678
97,97,ref_gene,positive_0.01_96,0.8565084064713968,7,0.8801141769743102,ref_gene_vs_positive_0.01_96,0.0180779731712574,0.0038063203106769,4.749461867554254,1.639948716599451,0.9926513653562736,0.9819220268287425
98,98,ref_gene,positive_0.01_97,0.845299777942265,7,0.8598160482080558,ref_gene_vs_positive_0.01_97,0.0213455756267557,0.0023776333272935,8.97765663936632,3.099908346328281,0.9920288939748424,0.9786544243732442
99,99,ref_gene,positive_0.01_98,0.8739557999365549,7,0.884871550903901,ref_gene_vs_positive_0.01_98,0.0173214829114851,0.0017409824949597,9.94925736567222,3.4353937989092422,0.9936050364813144,0.9826785170885148
100,100,ref_gene,positive_0.01_99,0.8607380776144655,7,0.8709165873771012,ref_gene_vs_positive_0.01_99,0.0195505140303124,0.0016452066640133,11.883318040191089,4.103208471276743,0.9928842459119096,0.9804494859696875
101,101,positive_0.01_0,ref_gene,0.8640160727503436,7,0.8661592134475103,positive_0.01_0_vs_ref_gene,0.0203174107448714,0.0003466580570221,58.60937120400589,20.237316514387683,0.9930639799183464,0.9796825892551285
102,102,positive_0.01_0,positive_0.01_0,1.0,7,1.0,positive_0.01_0_vs_positive_0.01_0,0.0,0.0,,,1.0,1.0
103,103,positive_0.01_0,positive_0.01_1,0.7095273342497621,7,0.7234379955597844,positive_0.01_0_vs_positive_0.01_1,0.0451954640943088,0.0026446609719831,17.089322439850797,5.900797434387943,0.9837920120443931,0.9548045359056911
104,104,positive_0.01_0,positive_0.01_2,0.7233795072433118,7,0.7389787503964478,positive_0.01_0_vs_positive_0.01_2,0.0422919547120486,0.0029145374465225,14.510691829507358,5.010418255031689,0.9846982190563793,0.9577080452879514
105,105,positive_0.01_0,positive_0.01_3,0.7252828592576928,7,0.7411988582302569,positive_0.01_0_vs_positive_0.01_3,0.0418814494617436,0.0029665542875237,14.117877308998262,4.874782747950072,0.9848214424636106,0.9581185505382563
106,106,positive_0.01_0,positive_0.01_4,0.7554192661520567,7,0.7681573104979385,positive_0.01_0_vs_positive_0.01_4,0.0369790428481957,0.0022977229581321,16.09377784963981,5.557044369606571,0.9867324965617914,0.9630209571518042
107,107,positive_0.01_0,positive_0.01_5,0.740403933594163,7,0.750396447827466,positive_0.01_0_vs_positive_0.01_5,0.0401919332722633,0.0018363790991109,21.88651204520992,7.557226132202527,0.9857895831264892,0.9598080667277367
108,108,positive_0.01_0,positive_0.01_6,0.7341651686581369,7,0.7526165556612749,positive_0.01_0_vs_positive_0.01_6,0.0397867797261781,0.0033988653998739,11.705900365355204,4.0419476597863255,0.9853924432335999,0.9602132202738218
109,109,positive_0.01_0,positive_0.01_7,0.7361742624510944,7,0.7643514113542658,positive_0.01_0_vs_positive_0.01_7,0.0376621185516181,0.0051499090022337,7.313161948159121,2.525172511247768,0.9855206854647203,0.9623378814483818
110,110,positive_0.01_0,positive_0.01_8,0.7033943110923125,7,0.7167776720583571,positive_0.01_0_vs_positive_0.01_8,0.0464562183186784,0.0025640420647646,18.11835264213654,6.256112795715307,0.9833853969643743,0.9535437816813216
111,111,positive_0.01_0,positive_0.01_9,0.716612033414402,7,0.7332699016809388,positive_0.01_0_vs_positive_0.01_9,0.0433524141981989,0.0031352861565259,13.82725915079979,4.774434774042977,0.9842575764315503,0.9566475858018011
112,112,positive_0.01_0,positive_0.01_10,0.7583800359522047,7,0.7672058357120203,positive_0.01_0_vs_positive_0.01_10,0.0371495393506278,0.0015902088846717,23.361421074122543,8.066499653396574,0.9869163143248376,0.9628504606493722
113,113,positive_0.01_0,positive_0.01_11,0.7204187374431638,7,0.7383444338725024,positive_0.01_0_vs_positive_0.01_11,0.0424094360789446,0.0033563150156592,12.635713835286271,4.363004328775977,0.9845059230848693,0.9575905639210553
114,114,positive_0.01_0,positive_0.01_12,0.711430686264143,7,0.7275610529654297,positive_0.01_0_vs_positive_0.01_12,0.0444199741714226,0.0030556798206974,14.53685489904638,5.019452140029467,0.9839175224759213,0.9555800258285774
115,115,positive_0.01_0,positive_0.01_13,0.7507666278946812,7,0.7656200444021567,positive_0.01_0_vs_positive_0.01_13,0.0374341033644305,0.0026902034226581,13.91497128029177,4.804721025033481,0.9864422491582636,0.9625658966355695
116,116,positive_0.01_0,positive_0.01_14,0.7567939092735539,7,0.7700602600697748,positive_0.01_0_vs_positive_0.01_14,0.0366385921864601,0.0023886200918864,15.33881101934642,5.2963607555590775,0.98681792569442,0.9633614078135398
117,117,positive_0.01_0,positive_0.01_15,0.7507666278946812,7,0.7662543609261021,positive_0.01_0_vs_positive_0.01_15,0.0373202171894979,0.0028040895975907,13.30920995590288,4.595556800917138,0.9864422491582636,0.962679782810502
118,118,positive_0.01_0,positive_0.01_16,0.7299354975150683,7,0.7431018078020932,positive_0.01_0_vs_positive_0.01_16,0.0415304258072798,0.0024446559733812,16.988249577644158,5.865897836226907,0.9851213634957755,0.9584695741927202
119,119,positive_0.01_0,positive_0.01_17,0.7299354975150683,7,0.7481763399936568,positive_0.01_0_vs_positive_0.01_17,0.0405981155636067,0.0033769662170544,12.022067428029755,4.151117452727764,0.9851213634957755,0.9594018844363933
120,120,positive_0.01_0,positive_0.01_18,0.710690493814106,7,0.7313669521091024,positive_0.01_0_vs_positive_0.01_18,0.0437074735003218,0.0039098198122832,11.178897135619655,3.8599779347206886,0.9838687509080061,0.9562925264996781
121,121,positive_0.01_0,positive_0.01_19,0.7224278312361214,7,0.7370758008246114,positive_0.01_0_vs_positive_0.01_19,0.0426446585783476,0.0027413810684427,15.555903215809174,5.371320841333213,0.9846364915121784,0.9573553414216524
122,122,positive_0.01_0,positive_0.01_20,0.7142857142857143,7,0.7234379955597844,positive_0.01_0_vs_positive_0.01_20,0.0451954640943088,0.0017350473277506,26.04854828536647,8.994341784633265,0.9841051897821859,0.9548045359056911
123,123,positive_0.01_0,positive_0.01_21,0.7222163476789679,7,0.7304154773231842,positive_0.01_0_vs_positive_0.01_21,0.0438853001894898,0.0015406664290282,28.48462156546692,9.83549713247064,0.9846227637635442,0.9561146998105101
124,124,positive_0.01_0,positive_0.01_22,0.7464312149730359,7,0.767522993973993,positive_0.01_0_vs_positive_0.01_22,0.0370926870552761,0.003825435636964,9.696330189654931,3.3480602000153805,0.9861702453585098,0.9629073129447239
125,125,positive_0.01_0,positive_0.01_23,0.7054034048852702,7,0.7243894703457026,positive_0.01_0_vs_positive_0.01_23,0.0450161692763507,0.0036165269824626,12.447347826974507,4.297963151018104,0.9835189690835966,0.9549838307236492
