,"A,B",A,B,DNA_max_Cfrac,AA_max_Cfrac,ksize,PdN,PdS,PdN/PdS,dN/dS,ANI_approx,AAI_approx
28,"('positive_0.01_28', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_28,0.8498997995991984,0.8763165814023472,7,0.018684364773504103,0.004281639319259067,4.36383435883091,1.5067948234528252,0.9922853017846467,0.9813156352264959
29,"('positive_0.01_29', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_29,0.855310621242485,0.8696960577791153,7,0.019746922371495,0.0023328950557535144,8.464556655814437,2.9227392937117114,0.9925852177474926,0.980253077628505
30,"('positive_0.01_30', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_30,0.862124248496994,0.8733072524826964,7,0.01916648945805699,0.0018041993685384838,10.6232658054764,3.6681231705008197,0.9929603297217219,0.980833510541943
31,"('positive_0.01_31', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_31,0.8307615230460922,0.8507372855853145,7,0.02282852453624673,0.0033112586170456204,6.894213704339063,2.3805132521708874,0.9912096959102208,0.9771714754637533
32,"('positive_0.01_32', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_32,0.8529058116232465,0.8733072524826964,7,0.01916648945805699,0.0033065937126094402,5.7964452617710664,2.001463162136198,0.9924521455029635,0.980833510541943
33,"('positive_0.01_33', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_33,0.8597194388777555,0.8672885946433945,7,0.02013502637719089,0.0012262588725570067,16.419882316696427,5.669645463612667,0.9928282606954737,0.9798649736228091
34,"('positive_0.01_34', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_34,0.8324649298597194,0.8504363526933494,7,0.022877911551583252,0.0029768621443772014,7.685243871569877,2.6536492291967737,0.991306382127932,0.9771220884484167
35,"('positive_0.01_35', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_35,0.8211422845691383,0.8269635871200722,7,0.02677705146530518,0.0009816621478819787,27.277257784747015,9.418604705944036,0.9906601339461844,0.9732229485346948
36,"('positive_0.01_36', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_36,0.8253507014028056,0.8444176948540475,7,0.023868811166196435,0.003179630905883357,7.50678675378055,2.592029506910773,0.990901317704353,0.9761311888338036
37,"('positive_0.01_37', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_37,0.8628256513026052,0.8781221787541378,7,0.018395770721548632,0.0024611700669344705,7.47440047670563,2.580846801373693,0.9929987837680515,0.9816042292784514
38,"('positive_0.01_38', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_38,0.8142284569138276,0.8284682515798977,7,0.026524279346685997,0.0024081114428631256,11.014556417351656,3.8032324849151458,0.9902613360377935,0.973475720653314
39,"('positive_0.01_39', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_39,0.8185370741482966,0.8317785133915137,7,0.02596956287179053,0.002230407820289826,11.643414552059797,4.020371840845759,0.9905102390754879,0.9740304371282095
40,"('positive_0.01_40', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_40,0.825250501002004,0.8365934396629552,7,0.02516607094579948,0.0018992462400432286,13.250557202749379,4.575304504985212,0.9908955888582787,0.9748339290542005
41,"('positive_0.01_41', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_41,0.8667334669338678,0.8895576286488113,7,0.01657973026729831,0.003644918522229479,4.548724523245865,1.5706358219279446,0.9932124842681337,0.9834202697327017
42,"('positive_0.01_42', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_42,0.8430861723446894,0.8627746012639181,7,0.020865217010832326,0.003223630801985844,6.472582715731215,2.234927664176249,0.9919050323786337,0.9791347829891677
43,"('positive_0.01_43', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_43,0.8663326653306613,0.8844417694854048,7,0.017389680849419165,0.002899705815051168,5.99705003147442,2.070730279926145,0.9931906085453887,0.9826103191505808
44,"('positive_0.01_44', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_44,0.8528056112224449,0.8654829972916039,7,0.020426710834718254,0.0020627790246227073,9.902520139526047,3.4192558329305185,0.9924465930746219,0.9795732891652817
45,"('positive_0.01_45', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_45,0.8460921843687375,0.8636363636363636,7,0.02072556448925711,0.002866955852745101,7.229118812350196,2.4961531325155386,0.9920731577518961,0.9792744355107429
46,"('positive_0.01_46', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_46,0.8439879759519038,0.8609690039121276,7,0.021158210417766443,0.0027815800986714656,7.606543643259455,2.6264747109012467,0.9919555298565714,0.9788417895822336
47,"('positive_0.01_47', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_47,0.8672344689378757,0.8796268432139633,7,0.018155663959605328,0.001988098560796736,9.132174992536283,3.153262217153784,0.9932398153774304,0.9818443360403947
48,"('positive_0.01_48', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_48,0.8504008016032064,0.8609690039121276,7,0.021158210417766443,0.0017255365210112616,12.261815476015853,4.23390041100099,0.9923131480604487,0.9788417895822336
49,"('positive_0.01_49', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_49,0.8503006012024048,0.8727053866987662,7,0.019263085237906874,0.0036371098080344444,5.296261662310649,1.8287540268965021,0.9923075800554368,0.9807369147620931
50,"('positive_0.01_50', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_50,0.8618236472945892,0.8736081853746615,7,0.01911821296447791,0.0019012493050954982,10.055605497521862,3.472114902731764,0.992943840294312,0.9808817870355221
51,"('positive_0.01_51', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_51,0.8618236472945892,0.8832380379175444,7,0.01758084090348666,0.003438621366086747,5.11275858309872,1.7653919771237732,0.992943840294312,0.9824191590965133
52,"('positive_0.01_52', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_52,0.8480961923847695,0.8648811315076738,7,0.02052405489989373,0.0027384194963839814,7.4948542131675815,2.5879093023045012,0.99218492558266,0.9794759451001063
53,"('positive_0.01_53', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_53,0.8288577154308617,0.8474270237736985,7,0.023372607324425032,0.0030863091863950753,7.572996065156101,2.6148910180135414,0.9911014111575801,0.976627392675575
54,"('positive_0.01_54', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_54,0.8336673346693386,0.8597652723442673,7,0.021353832090707403,0.004300059272564161,4.965939010876457,1.7146964297645164,0.9913745178454273,0.9786461679092926
55,"('positive_0.01_55', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_55,0.8498997995991984,0.862172735479988,7,0.020962823034050282,0.0020031810587128884,10.464766997906622,3.6133948826852462,0.9922853017846467,0.9790371769659497
56,"('positive_0.01_56', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_56,0.8601202404809619,0.8775203129702076,7,0.01849191217766477,0.002804208687204768,6.594342376172256,2.2769702375123932,0.9928502966133214,0.9815080878223352
57,"('positive_0.01_57', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_57,0.850501002004008,0.8724044538068011,7,0.01931140454244873,0.0035558959502545173,5.430812603238993,1.875213320400908,0.992318715440674,0.9806885954575513
58,"('positive_0.01_58', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_58,0.8630260521042085,0.8736081853746615,7,0.01911821296447791,0.0017062429422467495,11.204859806953046,3.868942623925491,0.9930097651702912,0.9808817870355221
59,"('positive_0.01_59', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_59,0.8332665330661323,0.8513391513692447,7,0.022729795411178588,0.002991029120124278,7.599322674007989,2.6239813717426688,0.9913518163446966,0.9772702045888214
60,"('positive_0.01_60', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_60,0.8485971943887776,0.8690941919951851,7,0.01984386195970478,0.003336205407447168,5.9480336298864485,2.053805334086352,0.992212828238384,0.9801561380402952
61,"('positive_0.01_61', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_61,0.8478957915831663,0.8690941919951851,7,0.01984386195970478,0.0034515869320338455,5.749199527769621,1.985149612727627,0.9921737601246444,0.9801561380402952
62,"('positive_0.01_62', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_62,0.83687374749499,0.8630755341558832,7,0.0208164358832561,0.004302980833250536,4.837678039930068,1.6704090093032071,0.9915557565534017,0.9791835641167439
63,"('positive_0.01_63', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_63,0.8331663326653307,0.8597652723442673,7,0.021353832090707403,0.004383730044344225,4.8711558135879205,1.6819685993106273,0.9913461393446077,0.9786461679092926
64,"('positive_0.01_64', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_64,0.8445891783567134,0.8642792657237436,7,0.020621457046258618,0.003219037763244059,6.4060935481157175,2.2119695210982524,0.9919891663012461,0.9793785429537414
65,"('positive_0.01_65', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_65,0.8330661322645291,0.8483298224495938,7,0.023224040697519155,0.002530260766748227,9.178516697852297,3.1692636131597616,0.9913404616942509,0.9767759593024808
66,"('positive_0.01_66', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_66,0.8488977955911824,0.8642792657237436,7,0.020621457046258618,0.0025091861181694153,8.218384796940876,2.837738248271065,0.9922295623020776,0.9793785429537414
67,"('positive_0.01_67', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_67,0.8306613226452906,0.8537466145049654,7,0.02233547621377041,0.0038210877958821943,5.845318769655148,2.0183387679975175,0.9912040026074993,0.9776645237862296
68,"('positive_0.01_68', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_68,0.8331663326653307,0.855853144748721,7,0.02199122797132047,0.0037463341637311576,5.870065779027659,2.0268836994848867,0.9913461393446077,0.9780087720286795
69,"('positive_0.01_69', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_69,0.8528056112224449,0.8672885946433945,7,0.02013502637719089,0.002354463482150071,8.5518533329741,2.9528820925515946,0.9924465930746219,0.9798649736228091
70,"('positive_0.01_70', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_70,0.8366733466933868,0.8468251579897683,7,0.023471727128841602,0.0016810427844162756,13.962599492666637,4.82116664096561,0.9915444485251956,0.9765282728711584
71,"('positive_0.01_71', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_71,0.8704408817635271,0.8811315076737888,7,0.017915908985442153,0.0017111277975883077,10.470234316041815,3.615282701054797,0.9934143792114917,0.9820840910145578
72,"('positive_0.01_72', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_72,0.8723446893787575,0.8835389708095095,7,0.017533029964786895,0.0017879723563035688,9.806096779390067,3.3859616682198888,0.9935177369530839,0.9824669700352131
73,"('positive_0.01_73', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_73,0.8472945891783568,0.8630755341558832,7,0.0208164358832561,0.002577976591759512,8.0747187347611,2.7881315810610077,0.9921402486644617,0.9791835641167439
74,"('positive_0.01_74', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_74,0.8748496993987976,0.8877520312970207,7,0.0168651382002879,0.002054058207672127,8.210642783780326,2.835064997090068,0.9936534071687609,0.9831348617997121
75,"('positive_0.01_75', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_75,0.8478957915831663,0.8651820643996389,7,0.020475375611847535,0.002820073279891089,7.260582821676993,2.5070173868570786,0.9921737601246444,0.9795246243881525
76,"('positive_0.01_76', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_76,0.8298597194388777,0.8471260908817334,7,0.02342215968135497,0.002868713676997925,8.164690630912313,2.8191981102253276,0.9911584326251108,0.976577840318645
77,"('positive_0.01_77', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_77,0.8452905811623247,0.8540475473969305,7,0.022286253349320773,0.0014384730114027633,15.492993732004585,5.349598732575574,0.9920283800112962,0.9777137466506792
78,"('positive_0.01_78', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_78,0.8241482965931863,0.8438158290701173,7,0.023968233780714887,0.003282825661524713,7.301098581513709,2.521007133527155,0.9908325277918024,0.9760317662192851
79,"('positive_0.01_79', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_79,0.8673346693386773,0.8922660246764972,7,0.016152548013987467,0.003975042059089273,4.063491096164199,1.4030888538324813,0.9932452797947632,0.9838474519860125
80,"('positive_0.01_80', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_80,0.8541082164328657,0.8648811315076738,7,0.02052405489989373,0.001752276762845617,11.712792941774566,4.044327607697944,0.992518726229468,0.9794759451001063
81,"('positive_0.01_81', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_81,0.8259519038076152,0.849232621125489,7,0.023075609528004692,0.0038716187222702647,5.960196802249543,2.0580051738709186,0.9909356768770635,0.9769243904719953
82,"('positive_0.01_82', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_82,0.8271543086172345,0.8570568763165815,7,0.021794840636028545,0.004950149270058435,4.402865337386334,1.5202718877970751,0.9910043238247257,0.9782051593639715
83,"('positive_0.01_83', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_83,0.872745490981964,0.8862473668371953,7,0.017103358479599096,0.002153288490599148,7.942901545366141,2.7426162286690263,0.9935394691013101,0.9828966415204009
84,"('positive_0.01_84', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_84,0.8746492985971944,0.8850436352693349,7,0.017294184434989646,0.0016571201305131122,10.436288906607306,3.603561640398038,0.9936425671753991,0.9827058155650104
85,"('positive_0.01_85', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_85,0.8620240480961924,0.8805296418898586,7,0.018011768832044694,0.0029751761890256523,6.054017539695158,2.0904006751413773,0.9929548338544093,0.9819882311679553
86,"('positive_0.01_86', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_86,0.8625250501002004,0.8778212458621727,7,0.018443834386959845,0.002461845852089861,7.4918721541004984,2.5868796227163156,0.9929823071092865,0.9815561656130402
87,"('positive_0.01_87', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_87,0.8544088176352705,0.8684923262112549,7,0.019940859107298814,0.0022863217765027866,8.721807801612613,3.0115659225299156,0.9925353574626938,0.9800591408927012
88,"('positive_0.01_88', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_88,0.8265531062124248,0.8474270237736985,7,0.023372607324425032,0.003473470232268072,6.728892364557107,2.323429202111647,0.9909700122392541,0.976627392675575
89,"('positive_0.01_89', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_89,0.8358717434869739,0.8471260908817334,7,0.02342215968135497,0.0018640915317627016,12.564919309089273,4.338559582062215,0.9914991906020246,0.976577840318645
90,"('positive_0.01_90', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_90,0.866933867735471,0.8799277761059284,7,0.018107684857503248,0.002084604616498842,8.686388159264306,2.999335821808751,0.993223418516922,0.9818923151424968
91,"('positive_0.01_91', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_91,0.8550100200400802,0.8708997893469757,7,0.019553215577556404,0.002575708198172988,7.5913939286391106,2.6212436435211277,0.992568603217883,0.9804467844224436
92,"('positive_0.01_92', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_92,0.8442885771543086,0.8522419500451399,7,0.02258181384028013,0.0013083212469775507,17.260144549702943,5.959780853484872,0.9919723509303249,0.9774181861597199
93,"('positive_0.01_93', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_93,0.8720440881763527,0.8808305747818237,7,0.017963831890842497,0.0014054535776650834,12.781519202282212,4.4133496797117955,0.9935014316004487,0.9820361681091575
94,"('positive_0.01_94', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_94,0.8570140280561123,0.8672885946433945,7,0.02013502637719089,0.0016668008409281843,12.08004332777897,4.171136036946102,0.9926792618339437,0.9798649736228091
95,"('positive_0.01_95', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_95,0.8429859719438878,0.8561540776406861,7,0.0219421089525923,0.00216330921684893,10.142844481822674,3.50223778071904,0.9918994183726482,0.9780578910474077
96,"('positive_0.01_96', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_96,0.862124248496994,0.8823352392416491,7,0.017724357543966618,0.003246331282628856,5.459811707699024,1.885226464093385,0.9929603297217219,0.9822756424560334
97,"('positive_0.01_97', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_97,0.8522044088176353,0.8693951248871502,7,0.01979538497530242,0.002792579729132383,7.088565733252165,2.4476213518404335,0.9924132654511986,0.9802046150246976
98,"('positive_0.01_98', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_98,0.8725450901803607,0.8871501655130906,7,0.016960384751219082,0.002328436727123351,7.28402217404149,2.5151107955210525,0.9935286042156033,0.9830396152487809
99,"('positive_0.01_99', 'positive_0.01_ref')",positive_0.01_ref,positive_0.01_99,0.843186372745491,0.8594643394523022,7,0.02140277418801184,0.0026695049561367146,8.017506818562255,2.7683767938533346,0.9919106457492056,0.9785972258119882
100,"('positive_0.01_0', 'positive_0.01_1')",positive_0.01_0,positive_0.01_1,0.6890781563126253,0.7102494740006011,7,0.047701744660516354,0.004107978455745842,11.61197537289802,4.009516160148643,0.9824229497583987,0.9522982553394836
101,"('positive_0.01_0', 'positive_0.01_2')",positive_0.01_0,positive_0.01_2,0.7371743486973948,0.750827565452904,7,0.04011317712610374,0.0025131968573810504,15.961016745781242,5.511203091592626,0.9855843976478056,0.9598868228738963
102,"('positive_0.01_0', 'positive_0.01_3')",positive_0.01_0,positive_0.01_3,0.6801242236024845,0.6970517448856799,7,0.05025003027560737,0.0033296964703501963,15.09147477046831,5.210957656170672,0.9818112668645484,0.9497499697243926
103,"('positive_0.01_0', 'positive_0.01_4')",positive_0.01_0,positive_0.01_4,0.6907433380084151,0.7093862815884476,7,0.04786716844773531,0.003615559555894321,13.239214486095003,4.571387961566436,0.9825358703360831,0.9521328315522647
104,"('positive_0.01_0', 'positive_0.01_5')",positive_0.01_0,positive_0.01_5,0.6998997995991983,0.7258501354198014,7,0.04474131563561479,0.004955319517232826,9.028946666308908,3.117618355631327,0.9831522006804392,0.9552586843643852
105,"('positive_0.01_0', 'positive_0.01_6')",positive_0.01_0,positive_0.01_6,0.694188376753507,0.7150165513090581,7,0.04679126477651352,0.004017093315697551,11.648040286658967,4.0219690675907644,0.9827686672430617,0.9532087352234865
106,"('positive_0.01_0', 'positive_0.01_7')",positive_0.01_0,positive_0.01_7,0.7004608294930875,0.7237436051760457,7,0.04513785334542331,0.004449997760074376,10.143342936125183,3.5024098927427763,0.9831897140327561,0.9548621466545767
107,"('positive_0.01_0', 'positive_0.01_8')",positive_0.01_0,positive_0.01_8,0.7260521042084168,0.7490231439735497,7,0.040443065880902185,0.004260282563545492,9.493047767997027,3.277868511819601,0.9848711561759836,0.9595569341190978
108,"('positive_0.01_0', 'positive_0.01_9')",positive_0.01_0,positive_0.01_9,0.6889779559118236,0.708095094793861,7,0.048114936220929216,0.003714485048036398,12.953326126959212,4.472673146976947,0.9824161466051479,0.9518850637790708
109,"('positive_0.01_0', 'positive_0.01_10')",positive_0.01_0,positive_0.01_10,0.7047094188376753,0.730965994583208,7,0.043782386609395596,0.004984075900515861,8.784454226482394,3.033197199278674,0.9834728712861133,0.9562176133906044
110,"('positive_0.01_0', 'positive_0.01_11')",positive_0.01_0,positive_0.01_11,0.7196392785571142,0.7379663056558363,7,0.042479510132327425,0.0034338002806920676,12.370990348852166,4.271597564401869,0.9844551736621565,0.9575204898676726
111,"('positive_0.01_0', 'positive_0.01_12')",positive_0.01_0,positive_0.01_12,0.7119238476953907,0.7330725248269636,7,0.043389204759091804,0.003992150562585617,10.868629346231293,3.7528451105821055,0.9839499902558727,0.9566107952409082
112,"('positive_0.01_0', 'positive_0.01_13')",positive_0.01_0,positive_0.01_13,0.692246042877179,0.7177249473367439,7,0.046276294572422993,0.004911923711361621,9.42121606355219,3.2530656362938055,0.9826375505861241,0.953723705427577
113,"('positive_0.01_0', 'positive_0.01_14')",positive_0.01_0,positive_0.01_14,0.7003006012024048,0.722489476849068,7,0.045374403168438326,0.0042445086817922695,10.690142621943869,3.6912151654245644,0.9831790032628885,0.9546255968315617
114,"('positive_0.01_0', 'positive_0.01_15')",positive_0.01_0,positive_0.01_15,0.6880761523046092,0.7156184170929882,7,0.0466766826404017,0.005330132587684111,8.757133499503105,3.02376358503022,0.9823548757877147,0.9533233173595983
115,"('positive_0.01_0', 'positive_0.01_16')",positive_0.01_0,positive_0.01_16,0.713627254509018,0.7297865945296063,7,0.04400294479284794,0.003053127828650304,14.412414829123065,4.976484044136664,0.9840619712284441,0.9559970552071521
116,"('positive_0.01_0', 'positive_0.01_17')",positive_0.01_0,positive_0.01_17,0.7028056112224449,0.724646403851941,7,0.04496778763636333,0.004166215606603685,10.7934374699876,3.7268819963634314,0.9833461891445744,0.9550322123636367
117,"('positive_0.01_0', 'positive_0.01_18')",positive_0.01_0,positive_0.01_18,0.7089178356713427,0.7231417393921156,7,0.045251331531958594,0.002705682991992142,16.724550387420262,5.774844752606996,0.983751752831709,0.9547486684680414
