,Unnamed: 0,A,B,DNA_max_Cfrac,ksize,AA_max_Cfrac,sequence_comparison,PdN,PdS,PdN/PdS,dN/dS,ANI_approx,AAI_approx
10,10,ref_gene,negative_0.01_9,0.866130908321878,7,0.915953060577228,ref_gene_vs_negative_0.01_9,0.0124631351023724,0.0078588492699919,1.5858727752880313,0.5475883573864503,0.9931795930148897,0.9875368648976276
11,11,ref_gene,negative_0.01_10,0.8855873955799937,7,0.9318109736758644,ref_gene_vs_negative_0.01_10,0.0100386024357176,0.0071693528735791,1.40021039733062,0.483480720154519,0.9942307951795145,0.9899613975642824
12,12,ref_gene,negative_0.01_11,0.9004969863593105,7,0.9400570884871552,ref_gene_vs_negative_0.01_11,0.0087917917621587,0.0060693129297483,1.4485645844797923,0.5001770089907803,0.9950215546480286,0.9912082082378413
13,13,ref_gene,negative_0.01_12,0.8882309400444115,7,0.9314938154138916,ref_gene_vs_negative_0.01_12,0.0100867452848607,0.0067026441140446,1.504890475047766,0.5196258590972106,0.994371921017646,0.9899132547151392
14,14,ref_gene,negative_0.01_13,0.90631278418103,7,0.9495718363463368,ref_gene_vs_negative_0.01_13,0.0073647597721713,0.0065899290301149,1.1175780100992847,0.3858901649221745,0.9953266307080872,0.9926352402278287
15,15,ref_gene,negative_0.01_14,0.8936237707518241,7,0.935616872819537,ref_gene_vs_negative_0.01_14,0.0094619810937346,0.0064768342684794,1.4608959719384649,0.5044349320146269,0.9946585815935615,0.9905380189062654
16,16,ref_gene,negative_0.01_15,0.8672940678862219,7,0.922930542340628,ref_gene_vs_negative_0.01_15,0.0113919432464231,0.0087421997496736,1.303098027112506,0.4499486461330177,0.9932430656716789,0.9886080567535769
17,17,ref_gene,negative_0.01_16,0.8764936026223961,7,0.9340310815096732,ref_gene_vs_negative_0.01_16,0.0097019952084821,0.0089540532077541,1.0835311096968154,0.3741340602989004,0.9937422393094648,0.9902980047915179
18,18,ref_gene,negative_0.01_17,0.8940467378661309,7,0.9511576276562004,ref_gene_vs_negative_0.01_17,0.0071281137353935,0.0087441761690554,0.8151841405733675,0.2814761382248847,0.9946809950462514,0.9928718862646064
19,19,ref_gene,negative_0.01_18,0.917415670931585,7,0.944814462416746,ref_gene_vs_negative_0.01_18,0.0080767360192266,0.0041612792881622,1.940926205602897,0.6701852817552604,0.995903906490224,0.9919232639807734
20,20,ref_gene,negative_0.01_19,0.8995453103521202,7,0.9324452901998096,ref_gene_vs_negative_0.01_19,0.0099423588585264,0.0050675458814957,1.9619672107619692,0.67745056156355,0.9949714545348831,0.9900576411414735
21,21,ref_gene,negative_0.01_20,0.8890768742730253,7,0.9368855058674278,ref_gene_vs_negative_0.01_20,0.0092702207283518,0.0073854530873445,1.255200001776058,0.4334098660841097,0.9944169968107529,0.9907297792716482
22,22,ref_gene,negative_0.01_21,0.8969017658877022,7,0.935616872819537,ref_gene_vs_negative_0.01_21,0.0094619810937346,0.0059619662496019,1.5870571381322902,0.547997307785589,0.9948320222334658,0.9905380189062654
23,23,ref_gene,negative_0.01_22,0.8628529131859998,7,0.9111956866476372,ref_gene_vs_negative_0.01_22,0.0131975104805116,0.0076550107886504,1.7240355167204469,0.5952947748317238,0.9930002777855894,0.9868024895194883
24,24,ref_gene,negative_0.01_23,0.8764936026223961,7,0.933396764985728,ref_gene_vs_negative_0.01_23,0.0097980986625165,0.0088579497537196,1.1061361754058392,0.3819393968890117,0.9937422393094648,0.9902019013374834
25,25,ref_gene,negative_0.01_24,0.8827323675584223,7,0.9419600380589914,ref_gene_vs_negative_0.01_24,0.0085053980784877,0.0091558130347847,0.9289615292682392,0.3207625011374638,0.9940779279220868,0.9914946019215123
26,26,ref_gene,negative_0.01_25,0.8872792640372211,7,0.910244211861719,ref_gene_vs_negative_0.01_25,0.0133447797936306,0.0035951701743366,3.7118631793536734,1.2816747300907303,0.9943211618539898,0.9866552202063693
27,27,ref_gene,negative_0.01_26,0.9037749814951888,7,0.9410085632730733,ref_gene_vs_negative_0.01_26,0.0086485328676577,0.0057010679522402,1.5170022424060607,0.5238079491715995,0.9951937365670113,0.9913514671323422
28,28,ref_gene,negative_0.01_27,0.8707835465792535,7,0.9257849666983824,ref_gene_vs_negative_0.01_27,0.0109557281442806,0.0086161834284503,1.2715291213630855,0.4390481719504824,0.9934329983670753,0.9890442718557193
29,29,ref_gene,negative_0.01_28,0.888442423601565,7,0.920393276244846,ref_gene_vs_negative_0.01_28,0.0117806618813379,0.0049752883917929,2.3678349783242525,0.8175932436366253,0.9943831937976676,0.988219338118662
30,30,ref_gene,negative_0.01_29,0.8657079412075711,7,0.9118300031715826,ref_gene_vs_negative_0.01_29,0.0130994041496937,0.0072909397889824,1.796668814833544,0.6203744338214479,0.9931564919196418,0.9869005958503062
31,31,ref_gene,negative_0.01_30,0.8755419266152057,7,0.9216619092927372,ref_gene_vs_negative_0.01_30,0.0115861879088519,0.007222148534405,1.604257770891491,0.5539365397248646,0.993690832639514,0.9884138120911481
32,32,ref_gene,negative_0.01_31,0.8620069789573861,7,0.9213447510307644,ref_gene_vs_negative_0.01_31,0.0116347848812521,0.0093549295440859,1.243706307612711,0.4294411914178419,0.9929538975727348,0.9883652151187479
33,33,ref_gene,negative_0.01_32,0.8869620387014909,7,0.9410085632730733,ref_gene_vs_negative_0.01_32,0.0086485328676577,0.0083416347167935,1.0367911280323046,0.3579951428631724,0.994304230609887,0.9913514671323422
34,34,ref_gene,negative_0.01_33,0.8888653907158719,7,0.937836980653346,ref_gene_vs_negative_0.01_33,0.0091265464600759,0.007562546024464,1.206808716344008,0.4167007675268547,0.9944057316930344,0.9908734535399241
35,35,ref_gene,negative_0.01_34,0.9002855028021571,7,0.929908024104028,ref_gene_vs_negative_0.01_34,0.0103276704915608,0.0045664892249995,2.261621561487808,0.7809186557603641,0.9950104256488427,0.9896723295084392
36,36,ref_gene,negative_0.01_35,0.9012371788093476,7,0.9511576276562004,ref_gene_vs_negative_0.01_35,0.0071281137353935,0.0076173507464415,0.935773338089162,0.3231145606854953,0.9950604865523442,0.9928718862646064
37,37,ref_gene,negative_0.01_36,0.8989108596806599,7,0.9337139232477006,ref_gene_vs_negative_0.01_36,0.0097500399403913,0.0053591398128461,1.819329273145648,0.6281988970054478,0.9949380264075597,0.9902499600596086
38,38,ref_gene,negative_0.01_37,0.889922808501639,7,0.928639391056137,ref_gene_vs_negative_0.01_37,0.0105206643449274,0.0060014028948459,1.7530341703875088,0.6053077628692295,0.9944620317761799,0.9894793356550725
39,39,ref_gene,negative_0.01_38,0.8813577244369251,7,0.9251506501744372,ref_gene_vs_negative_0.01_38,0.0110525651061235,0.00682732858994,1.618871123679217,0.5589824059340794,0.9940041571536535,0.9889474348938765
40,40,ref_gene,negative_0.01_39,0.8800888230940045,7,0.9241991753885188,ref_gene_vs_negative_0.01_39,0.011197927309019,0.0068840868705459,1.6266394540908686,0.5616647442376542,0.9939359637343104,0.988802072690981
41,41,ref_gene,negative_0.01_40,0.90663000951676,7,0.9502061528702824,ref_gene_vs_negative_0.01_40,0.0072700607379828,0.006635330727984,1.095659136826726,0.3783217647338919,0.9953432175503031,0.9927299392620171
42,42,ref_gene,negative_0.01_41,0.889182616051602,7,0.917221693625119,ref_gene_vs_negative_0.01_41,0.0122678539041627,0.0043711131321569,2.806574328610202,0.9690862031524016,0.9944226284126398,0.9877321460958373
43,43,ref_gene,negative_0.01_42,0.8944697049804378,7,0.9216619092927372,ref_gene_vs_negative_0.01_42,0.0115861879088519,0.0042196035089799,2.7458001407465567,0.9481013938900666,0.9947033984025069,0.9884138120911481
44,44,ref_gene,negative_0.01_43,0.8890768742730253,7,0.9311766571519188,ref_gene_vs_negative_0.01_43,0.0101349021862076,0.0065207716294887,1.5542489082695057,0.5366689055459727,0.9944169968107529,0.9898650978137924
45,45,ref_gene,negative_0.01_44,0.8983821507877763,7,0.9479860450364732,ref_gene_vs_negative_0.01_44,0.0076017447949878,0.0075902100244833,1.0015196905576158,0.3458162160221364,0.9949101524657137,0.9923982552050121
46,46,ref_gene,negative_0.01_45,0.8630643967431533,7,0.9219790675547098,ref_gene_vs_negative_0.01_45,0.0115376052683189,0.0092806357262384,1.2431912649797752,0.4292633515849448,0.993011866072236,0.9884623947316811
47,47,ref_gene,negative_0.01_46,0.9019773712593846,7,0.9314938154138916,ref_gene_vs_negative_0.01_46,0.0100867452848607,0.0045431603663702,2.2202045429709374,0.7666177121469155,0.9950993880161355,0.9899132547151392
48,48,ref_gene,negative_0.01_47,0.8930950618589405,7,0.935616872819537,ref_gene_vs_negative_0.01_47,0.0094619810937346,0.006560029054991,1.4423687783113777,0.4980376499102066,0.9946305505653698,0.9905380189062654
49,49,ref_gene,negative_0.01_48,0.9053611081738396,7,0.9391056137012368,ref_gene_vs_negative_0.01_48,0.0089351749953727,0.0051674946073192,1.7291116245611524,0.5970475116197701,0.9952768369854373,0.9910648250046272
50,50,ref_gene,negative_0.01_49,0.8792428888653907,7,0.9156359023152552,ref_gene_vs_negative_0.01_49,0.0125119916241438,0.0057049083579101,2.193197653525024,0.7572924633247841,0.993890449413885,0.9874880083758562
51,51,ref_gene,negative_0.01_50,0.8874907475943745,7,0.9337139232477006,ref_gene_vs_negative_0.01_50,0.0097500399403913,0.0071564401654784,1.3624147921230494,0.4704302197016807,0.9943324461475199,0.9902499600596086
52,52,ref_gene,negative_0.01_51,0.894786930316168,7,0.9327624484617824,ref_gene_vs_negative_0.01_51,0.0098942581127415,0.0058616771256967,1.6879568595422278,0.5828371219047155,0.9947201942995199,0.9901057418872584
53,53,ref_gene,negative_0.01_52,0.8874907475943745,7,0.9292737075800824,ref_gene_vs_negative_0.01_52,0.0104241391890093,0.0064823409168605,1.6080825310955522,0.555257196835684,0.9943324461475199,0.9895758608109907
54,54,ref_gene,negative_0.01_53,0.9099080046526382,7,0.9495718363463368,ref_gene_vs_negative_0.01_53,0.0073647597721713,0.0060320897401329,1.2209300738965867,0.4215767519732609,0.995514292006198,0.9926352402278287
55,55,ref_gene,negative_0.01_54,0.8656021994289944,7,0.9261021249603552,ref_gene_vs_negative_0.01_54,0.0109073309882163,0.0095001073150506,1.1481271344099753,0.3964385172626372,0.9931507149662682,0.9890926690117836
56,56,ref_gene,negative_0.01_55,0.8788199217510838,7,0.933396764985728,ref_gene_vs_negative_0.01_55,0.0097980986625165,0.0084862859392387,1.1545803114189583,0.3986667443016134,0.9938676766120854,0.9902019013374834
57,57,ref_gene,negative_0.01_56,0.8966902823305488,7,0.9444973041547732,ref_gene_vs_negative_0.01_56,0.0081243102769296,0.0073328056439954,1.1079402170685295,0.3825623171043801,0.994820850747162,0.9918756897230704
58,58,ref_gene,negative_0.01_57,0.8955271227662049,7,0.9305423406279734,ref_gene_vs_negative_0.01_57,0.0102312581810809,0.0054084048636536,1.8917330412592592,0.6531993012419863,0.9947593626823695,0.989768741818919
59,59,ref_gene,negative_0.01_58,0.904409432166649,7,0.9533777354900096,ref_gene_vs_negative_0.01_58,0.0067973767844007,0.007453407008197,0.9119825036959798,0.314899788271706,0.9952269933892578,0.9932026232155993
60,60,ref_gene,negative_0.01_59,0.9299989425822144,7,0.9555978433238186,ref_gene_vs_negative_0.01_59,0.0064672993294556,0.003846548638084,1.6813252445124245,0.5805472817374739,0.9965501629880126,0.9935327006705443
61,61,ref_gene,negative_0.01_60,0.8805117902083113,7,0.929908024104028,ref_gene_vs_negative_0.01_60,0.0103276704915608,0.0076869424555757,1.3435342532152768,0.4639109304824049,0.9939587052725019,0.9896723295084392
62,62,ref_gene,negative_0.01_61,0.8757534101723591,7,0.9207104345068188,ref_gene_vs_negative_0.01_61,0.011732021858318,0.0070424605440105,1.665898131058151,0.5752204309034872,0.9937022609412673,0.988267978141682
63,63,ref_gene,negative_0.01_62,0.8691974199006027,7,0.919441801458928,ref_gene_vs_negative_0.01_62,0.0119266681986607,0.0079005632580339,1.509597203279497,0.5212510522534587,0.9933467553535409,0.9880733318013393
64,64,ref_gene,negative_0.01_63,0.882838109336999,7,0.935616872819537,ref_gene_vs_negative_0.01_63,0.0094619810937346,0.0081824203754636,1.156379244716872,0.3992879006421487,0.9940835980639383,0.9905380189062654
65,65,ref_gene,negative_0.01_64,0.8715237390292905,7,0.9184903266730098,ref_gene_vs_negative_0.01_64,0.0120728040818585,0.0073800946059234,1.6358603414336348,0.5648486380734972,0.9934731939186836,0.9879271959181415
66,66,ref_gene,negative_0.01_65,0.9034577561594586,7,0.9432286711068824,ref_gene_vs_negative_0.01_65,0.0083147443435487,0.0060842872892428,1.3665929875220422,0.4718729149739787,0.9951770998170361,0.9916852556564513
67,67,ref_gene,negative_0.01_66,0.8554509886856297,7,0.9184903266730098,ref_gene_vs_negative_0.01_66,0.0120728040818585,0.0099840879228139,1.209204503725556,0.417528012497165,0.9925929740920794,0.9879271959181415
68,68,ref_gene,negative_0.01_67,0.8910859680659828,7,0.9270535997462734,ref_gene_vs_negative_0.01_67,0.0107622247110159,0.0055763111220699,1.9299900015300884,0.66640910366734,0.9945238883287811,0.989237775288984
69,69,ref_gene,negative_0.01_68,0.8675055514433753,7,0.9146844275293372,ref_gene_vs_negative_0.01_68,0.0126586482719911,0.0074413649483562,1.7011191306760718,0.5873819419823207,0.9932545974438699,0.9873413517280089
70,70,ref_gene,negative_0.01_69,0.8919319022945966,7,0.9397399302251824,ref_gene_vs_negative_0.01_69,0.008839572346273,0.0073656150332215,1.2001132704334243,0.4143888871003303,0.9945688266316175,0.9911604276537269
71,71,ref_gene,negative_0.01_70,0.8971132494448557,7,0.9473517285125278,ref_gene_vs_negative_0.01_70,0.0076966339561006,0.0076941515126275,1.000322640315705,0.3454028847726874,0.9948431912113243,0.9923033660438993
72,72,ref_gene,negative_0.01_71,0.8737443163794015,7,0.9384712971772916,ref_gene_vs_negative_0.01_71,0.0090308330101344,0.0100655461213284,0.89720248670844,0.3097963743343044,0.9935935857908155,0.9909691669898656
73,73,ref_gene,negative_0.01_72,0.8859046209157238,7,0.9267364414843008,ref_gene_vs_negative_0.01_72,0.0108105792806093,0.0063470916175103,1.703233533101231,0.5881120271246403,0.9942477514480536,0.9891894207193906
74,74,ref_gene,negative_0.01_73,0.9020831130379612,7,0.9460830954646368,ref_gene_vs_negative_0.01_73,0.0078865757681289,0.0067268281147192,1.172406315968139,0.4048219117916892,0.995104942886009,0.9921134242318711
75,75,ref_gene,negative_0.01_74,0.8850586866871101,7,0.9318109736758644,ref_gene_vs_negative_0.01_74,0.0100386024357176,0.0072531945450771,1.3840249800732334,0.4778920334782016,0.9942025218729694,0.9899613975642824
76,76,ref_gene,negative_0.01_75,0.8967960241091255,7,0.943545829368855,ref_gene_vs_negative_0.01_75,0.0082671152544172,0.0071734155396577,1.1524656850998003,0.3979365818506037,0.9948264368039417,0.9917328847455827
77,77,ref_gene,negative_0.01_76,0.9059955588452998,7,0.9419600380589914,ref_gene_vs_negative_0.01_76,0.0085053980784877,0.0054986028522773,1.5468289503696533,0.534106857302526,0.9953100383357257,0.9914946019215123
78,78,ref_gene,negative_0.01_77,0.8963730569948186,7,0.935616872819537,ref_gene_vs_negative_0.01_77,0.0094619810937346,0.006044900268083,1.5652832427515395,0.5404789672281101,0.9948040888118443,0.9905380189062654
79,79,ref_gene,negative_0.01_78,0.8965845405519721,7,0.9254678084364096,ref_gene_vs_negative_0.01_78,0.0110041395139005,0.0044695632103531,2.4620167555547336,0.8501134088686748,0.9948152640629823,0.9889958604860994
80,80,ref_gene,negative_0.01_79,0.8878079729301047,7,0.9280050745321916,ref_gene_vs_negative_0.01_79,0.0106172460309563,0.0062390420975405,1.7017429703097706,0.5875973484926114,0.9943493677869867,0.9893827539690436
81,81,ref_gene,negative_0.01_80,0.889182616051602,7,0.9422771963209642,ref_gene_vs_negative_0.01_80,0.0084577140208195,0.0081812530155002,1.0337920126410372,0.3569595738715689,0.9944226284126398,0.9915422859791805
82,82,ref_gene,negative_0.01_81,0.8819921751083853,7,0.9226133840786552,ref_gene_vs_negative_0.01_81,0.0114404829462456,0.0063384440262616,1.8049355486685956,0.623228866580636,0.9940382188070399,0.9885595170537543
83,83,ref_gene,negative_0.01_82,0.8810404991011949,7,0.9156359023152552,ref_gene_vs_negative_0.01_82,0.0125119916241438,0.0054184087976137,2.309163463202331,0.7973344693568587,0.9939871175690497,0.9874880083758562
84,84,ref_gene,negative_0.01_83,0.8967960241091255,7,0.9248334919124644,ref_gene_vs_negative_0.01_83,0.0111010049300059,0.004339525864069,2.5581147060146545,0.8832952123907103,0.9948264368039417,0.988898995069994
85,85,ref_gene,negative_0.01_84,0.9147721264671672,7,0.9419600380589914,ref_gene_vs_negative_0.01_84,0.0085053980784877,0.0041397271486131,2.05457938969171,0.7094287578756129,0.9957670658072798,0.9914946019215123
86,86,ref_gene,negative_0.01_85,0.8726868985936344,7,0.935616872819537,ref_gene_vs_negative_0.01_85,0.0094619810937346,0.0098040722758969,0.9651072357959508,0.3332433056335794,0.993536292715103,0.9905380189062654
87,87,ref_gene,negative_0.01_86,0.8823094004441154,7,0.9181731684110372,ref_gene_vs_negative_0.01_86,0.0121215448784215,0.0056069220754167,2.1618893067138747,0.7464819579236249,0.9940552408840215,0.9878784551215785
88,88,ref_gene,negative_0.01_87,0.8760706355080893,7,0.9146844275293372,ref_gene_vs_negative_0.01_87,0.0126586482719911,0.0060650662055262,2.08714098791816,0.7206720003125485,0.9937193984666499,0.9873413517280089
89,89,ref_gene,negative_0.01_88,0.8953156392090516,7,0.948303203298446,ref_gene_vs_negative_0.01_88,0.0075543206210286,0.0081185546423213,0.9305006807059744,0.3212939570150673,0.994748174862978,0.9924456793789713
90,90,ref_gene,negative_0.01_89,0.8709950301364069,7,0.9092927370758008,ref_gene_vs_negative_0.01_89,0.0134921811145256,0.0060457179313403,2.231692127842032,0.7705842773266208,0.9934444861298256,0.9865078188854743
91,91,ref_gene,negative_0.01_90,0.9016601459236544,7,0.9546463685379004,ref_gene_vs_negative_0.01_90,0.0066086805240033,0.0080707403834697,0.818844394690108,0.2827399927853736,0.9950827196845065,0.9933913194759967
92,92,ref_gene,negative_0.01_91,0.8934122871946706,7,0.9454487789406916,ref_gene_vs_negative_0.01_91,0.007981628554779,0.0079904596579072,0.9988947941036814,0.3449098616411815,0.9946473710781377,0.992018371445221
93,93,ref_gene,negative_0.01_92,0.8889711324944486,7,0.9397399302251824,ref_gene_vs_negative_0.01_92,0.008839572346273,0.0078328099520379,1.1285314466200216,0.3896722932275411,0.9944113645709338,0.9911604276537269
94,94,ref_gene,negative_0.01_93,0.8826266257798456,7,0.9251506501744372,ref_gene_vs_negative_0.01_93,0.0110525651061235,0.0066254573772657,1.668196545048914,0.5760140536715981,0.9940722571333208,0.9889474348938765
95,95,ref_gene,negative_0.01_94,0.8888653907158719,7,0.9207104345068188,ref_gene_vs_negative_0.01_94,0.011732021858318,0.0049570706262219,2.3667247741554904,0.8172098995962904,0.9944057316930344,0.988267978141682
96,96,ref_gene,negative_0.01_95,0.8909802262874061,7,0.9454487789406916,ref_gene_vs_negative_0.01_95,0.007981628554779,0.0083735834635929,0.9531914967447211,0.3291289024634239,0.9945182681843987,0.992018371445221
97,97,ref_gene,negative_0.01_96,0.885798879137147,7,0.9330796067237552,ref_gene_vs_negative_0.01_96,0.0098461713836872,0.0073282592697356,1.3435893875029885,0.4639299678821978,0.9942421000011399,0.9901538286163127
98,98,ref_gene,negative_0.01_97,0.8768108279581263,7,0.9238820171265462,ref_gene_vs_negative_0.01_97,0.0112464098823065,0.0073589073530947,1.5282717043008982,0.5276991983460501,0.9937593630537159,0.9887535901176935
99,99,ref_gene,negative_0.01_98,0.866130908321878,7,0.9235648588645734,ref_gene_vs_negative_0.01_98,0.0112949067235677,0.0090270776487966,1.251225165330598,0.4320373889258118,0.9931795930148897,0.9887050932764323
100,100,ref_gene,negative_0.01_99,0.8827323675584223,7,0.943545829368855,ref_gene_vs_negative_0.01_99,0.0082671152544172,0.0093940958588552,0.8800330951088163,0.3038679297012505,0.9940779279220868,0.9917328847455827
101,101,negative_0.01_0,ref_gene,0.8896055831659089,7,0.9467174119885824,negative_0.01_0_vs_ref_gene,0.0077915775912135,0.0087805793524612,0.8873648626647285,0.3063995265703322,0.9944451484438264,0.9922084224087865
102,102,negative_0.01_0,negative_0.01_0,1.0,7,1.0,negative_0.01_0_vs_negative_0.01_0,0.0,0.0,,,1.0,1.0
103,103,negative_0.01_0,negative_0.01_1,0.7905255366395263,7,0.888360291785601,negative_0.01_0_vs_negative_0.01_1,0.0167689358913717,0.0162531437458079,1.0317349156342,0.3562492758019435,0.9888692052100462,0.9832310641086283
104,104,negative_0.01_0,negative_0.01_2,0.7877762503965317,7,0.8940691405011101,negative_0.01_0_vs_negative_0.01_2,0.0158687671072985,0.0176344517887564,0.8998730041279954,0.3107184812459894,0.9887051674313673,0.9841312328927014
105,105,negative_0.01_0,negative_0.01_3,0.7680025378026858,7,0.8655248969235648,negative_0.01_0_vs_negative_0.01_3,0.0204199362675731,0.0165868282500651,1.2310934893470575,0.4250860927341858,0.9875090373091167,0.9795800637324269
106,106,negative_0.01_0,negative_0.01_4,0.7877762503965317,7,0.8702822708531557,negative_0.01_0_vs_negative_0.01_4,0.0196525591519252,0.0138506597441298,1.4188897507394458,0.4899305417351449,0.9887051674313673,0.9803474408480748
107,107,negative_0.01_0,negative_0.01_5,0.7849212223749603,7,0.8759911195686647,negative_0.01_0_vs_negative_0.01_5,0.0187364385234467,0.0152679507650483,1.2271744133691127,0.4237328691902317,0.9885342424167892,0.9812635614765532
108,108,negative_0.01_0,negative_0.01_6,0.8312361213915618,7,0.9051696796701554,negative_0.01_0_vs_negative_0.01_6,0.0141324518714549,0.0119278724593259,1.1848258706359127,0.409110278201638,0.9912366533085456,0.985867548128545
109,109,negative_0.01_0,negative_0.01_7,0.7890451517394522,7,0.8766254360926102,negative_0.01_0_vs_negative_0.01_7,0.0186349634868956,0.0146460125887486,1.2723574675342957,0.4393341928257432,0.9887809448125036,0.9813650365131044
110,110,negative_0.01_0,negative_0.01_8,0.7904197948609496,7,0.8845543926419284,negative_0.01_0_vs_negative_0.01_8,0.0173718070026102,0.0156687514497918,1.1086912099075372,0.3828216285330958,0.9888629061183649,0.9826281929973898
111,111,negative_0.01_0,negative_0.01_9,0.7676853124669557,7,0.8648905803996194,negative_0.01_0_vs_negative_0.01_9,0.0205225262143406,0.0165410721824816,1.240701085633112,0.4284035138733167,0.9874896100098048,0.9794774737856593
112,112,negative_0.01_0,negative_0.01_10,0.7866130908321878,7,0.882651443070092,negative_0.01_0_vs_negative_0.01_10,0.0176740767483113,0.0160331344436698,1.102346943475509,0.3806310073884045,0.9886356026442625,0.9823259232516887
113,113,negative_0.01_0,negative_0.01_11,0.7971872686898593,7,0.8908975578813828,negative_0.01_0_vs_negative_0.01_11,0.0163682505601616,0.0154939128645935,1.056431045095531,0.3647766388894882,0.9892644390214805,0.9836317494398383
114,114,negative_0.01_0,negative_0.01_12,0.7961298509040922,7,0.8851887091658738,negative_0.01_0_vs_negative_0.01_12,0.0172711742785363,0.0147745467701306,1.1689816647000633,0.4036394088874658,0.9892019140033774,0.9827288257214637
115,115,negative_0.01_0,negative_0.01_13,0.8045891931902295,7,0.8988265144307009,negative_0.01_0_vs_negative_0.01_13,0.0151223821116009,0.0154606895021019,0.978118221024036,0.3377358879769093,0.9896999153019647,0.984877617888399
116,116,negative_0.01_0,negative_0.01_14,0.7958126255683621,7,0.8823342848081193,negative_0.01_0_vs_negative_0.01_14,0.0177245093355179,0.0143763197496331,1.2328961545231507,0.4257085376604601,0.9891831410747709,0.982275490664482
117,117,negative_0.01_0,negative_0.01_15,0.7703288569313735,7,0.8750396447827465,negative_0.01_0_vs_negative_0.01_15,0.018888769233316,0.0177018272326959,1.06705194808521,0.3684439461998258,0.9876512710962314,0.9811112307666839
118,118,negative_0.01_0,negative_0.01_16,0.7824891614676959,7,0.8896289248334919,negative_0.01_0_vs_negative_0.01_16,0.0165684707855908,0.0178640753769734,0.927474298890802,0.3202489731596042,0.9883881719537755,0.9834315292144091
119,119,negative_0.01_0,negative_0.01_17,0.7957068837897854,7,0.9004123057405645,negative_0.01_0_vs_negative_0.01_17,0.0148743395317046,0.0172448630831703,0.8625374095443493,0.2978268185422192,0.9891768818481229,0.9851256604682953
120,120,negative_0.01_0,negative_0.01_18,0.8155863381622079,7,0.8981921979067554,negative_0.01_0_vs_negative_0.01_18,0.0152217041827945,0.0134795031513114,1.1292481638177925,0.3899197695693723,0.9903399141135443,0.9847782958172054
121,121,negative_0.01_0,negative_0.01_19,0.7971872686898593,7,0.8855058674278465,negative_0.01_0_vs_negative_0.01_19,0.0172208810934791,0.014641282331276,1.1761866688884708,0.4061272354457948,0.9892644390214805,0.9827791189065208
122,122,negative_0.01_0,negative_0.01_20,0.7840752881463466,7,0.884871550903901,negative_0.01_0_vs_negative_0.01_20,0.0173214829114851,0.0168317013713138,1.02909875415245,0.3553390317028639,0.9884834842497202,0.9826785170885148
123,123,negative_0.01_0,negative_0.01_21,0.8008882309400445,7,0.8867745004757374,negative_0.01_0_vs_negative_0.01_21,0.0170198626268488,0.0142014882928531,1.1984562657009694,0.4138167374841912,0.9894826562985345,0.9829801373731512
124,124,negative_0.01_0,negative_0.01_22,0.774664269853019,7,0.8620361560418649,negative_0.01_0_vs_negative_0.01_22,0.0209849805804275,0.0148328961558027,1.414759488639583,0.4885043974226362,0.9879152549821085,0.9790150194195725
